Symbol	Name	Sector	Industry	PE	EPS	DivYield	Shares	DPS	PEG	PtS	PtB
IPU	SPDR S&P Utilities Sector International			0	0	0	0	0	0	0	0
IPW	SPDR S&P Energy Sector International			0	0	0	0	0	0	0	0
IQDE	Flexshares International Qualit			0	0	0	0	0	0	0	0
IQDF	Flexshares International Qualit			0	0	0	0	0	0	0	0
IQDG	Wisdomtree International Qualit			0	0	0	0	0	0	0	0
IQDY	Flexshares International Qualit			0	0	0	0	0	0	0	0
IQLT	Ishares MSCI International Deve			0	0	0	0	0	0	0	0
IRT	Independence Realty Trust Inc			0	0.75	8.02	0	0.72	8.39	0	0
IRV	SPDR S&P Materials Sector International			0	0	0	0	0	0	0	0
IRY	SPDR S&P Healthcare Sector International			0	0	0	0	0	0	0	0
ISCF	Ishares Factorselect MSCI Intl			0	0	0	0	0	0	0	0
ISDR	Issuer Direct Corp			39.42	0.26	2.01	2858537	0.2	0	2.38	2.83
ISL	Aberdeen Israel Fund	Finance	Closed-End Fund - Foreign	0	-2.35	6.83	0	1.1	0	0	0
ISR	Isoray Inc	Health Care	Medical/Dental Instruments	0	-0.095	0	55009600	0	0	6.692	2.026
ISRA	Market Vectors Israel ETF			0	0	0	0	0	0	0	0
IST	SPDR S&P Telecom Sector International			0	0	0	0	0	0	0	0
ISTB	Core Short-Term US Bond Ishares			0	0	0	0	0	0	0	0
ISZE	Ishares MSCI International Deve			0	0	0	0	0	0	0	0
ITA	DJ US Aerospace & Defense Ishares			0	0	0	0	0	0	0	0
ITB	DJ US Home Construction Ishares			0	1.06	0	0	0	0	0	0
ITE	SPDR Interm-Term Trs Barclays Capital			0	0	0	0	0	0	0	0
ITM	Intermediate Muni ETF Market Vectors			0	0	0	0	0	0	0	0
ITML	Vaneck Vectors Amt-Free 12-17 Year Muni Idx ETF			0	0	0	0	0	0	0	0
ITMS	Vaneck Vectors Amt-Free 6-8 Year Municipal Idx E			0	0	0	0	0	0	0	0
ITOT	S&P 1500 Index Ishares			0	5.24	0	0	0	0	0	0
ITR	SPDR Interm-Term Corp Bnd Barclays Capital			0	0.04	0	0	0	0	0	0
IUSB	Universal Bond Ishares			0	0	0	0	0	0	0	0
IUSG	Core US Growth Ishares			0	-2.21	0	0	0	0	0	0
IUSV	Core US Value ETF Ishares			0	5.41	0	0	0	0	0	0
IVAL	Valueshares International Quant			0	0	0	0	0	0	0	0
IVE	S&P 500 Value Index Ishares	Index	Closed-End Fund - Equity	0	12.48	0	0	0	0	0	0
IVLU	Ishares MSCI International Deve			0	0	0	0	0	0	0	0
IVOG	S&P Midcap 400 Growth Idx ETF Vanguard			0	0	0	0	0	0	0	0
IVOO	S&P Midcap 400 Index ETF Vanguard			0	0	0	0	0	0	0	0
IVOV	S&P Midcap 400 Value Index ETF Vanguard			0	0	0	0	0	0	0	0
IVV	S&P 500 Index Ishares	Index	Closed-End Fund - Equity	0	27.12	0	0	0	0	0	0
IVW	S&P 500 Growth Index Ishares	Finance	Closed-End Fund - Equity	0	2.8	0	0	0	0	0	0
IWB	Russell 1000 Index Ishares	Finance	Closed-End Fund - Equity	0	13.26	0	0	0	0	0	0
IWC	Russell Microcap Index Ishares			0	0	0	0	0	0	0	0
IWD	Russell 1000 Value Index Ishares	Index	Closed-End Fund - Equity	0	-1.92	0	0	0	0	0	0
IWF	Russell 1000 Growth Index Ishares	Finance	Closed-End Fund - Equity	0	12.19	0	0	0	0	0	0
IWL	Russell Top 200 Index Ishares			0	0	0	0	0	0	0	0
IWM	Russell 2000 Ishares	Finance	Closed-End Fund - Equity	0	14.46	0	0	0	0	0	0
IWN	Russell 2000 Value Index Ishares	Finance	Closed-End Fund - Equity	0	-8.11	0	0	0	0	0	0
IWO	Russell 2000 Growth Index Ishares	Finance	Closed-End Fund - Equity	0	14.72	0	0	0	0	0	0
IWP	Russell Midcap Growth Index Ishares	Finance	Closed-End Fund - Equity	0	9.25	0	0	0	0	0	0
IWR	Russell Midcap Index Ishares	Finance	Closed-End Fund - Equity	0	20.17	0	0	0	0	0	0
IWS	Russell Midcap Value Index Ishares	Finance	Closed-End Fund - Equity	0	10.04	0	0	0	0	0	0
IWV	Russell 3000 Index Ishares	Finance	Closed-End Fund - Equity	0	-1.08	0	0	0	0	0	0
IWX	Russell Top 200 Value Index Ishares			0	0	0	0	0	0	0	0
IWY	Russell Top 200 Growth Index Ishares			0	0	0	0	0	0	0	0
IXC	S&P Global Energy Ishares	Finance	Closed-End Fund - Equity	0	5.53	0	0	0	0	0	0
IXG	S&P Global Financials Ishares	Finance	Closed-End Fund - Equity	0	0.54	0	0	0	0	0	0
IXJ	S&P Global Healthcare Ishares	Finance	Closed-End Fund - Equity	0	6.04	0	0	0	0	0	0
IXN	S&P Global Technology Ishares			0	2.78	0	0	0	0	0	0
IXP	S&P Global Telecommunications Ishares	Finance	Closed-End Fund - Equity	0	3.15	0	0	0	0	0	0
IYC	DJ US Consumer Services Ishares	Finance	Closed-End Fund - Equity	0	1.69	0	0	0	0	0	0
IYE	DJ US Energy Ishares	Finance	Closed-End Fund - Equity	0	-8.92	0	0	0	0	0	0
IYF	DJ US Financial Sector Ishares	Index	Closed-End Fund - Equity	0	-1.44	0	0	0	0	0	0
IYG	DJ US Financial Services Ishares	Index	Closed-End Fund - Equity	0	-3.737	0	0	0	0	0	0
IYH	DJ US Healthcare Ishares	Index	Closed-End Fund - Equity	0	-6.34	0	0	0	0	0	0
IYJ	DJ US Industrial Ishares	Finance	Closed-End Fund - Equity	0	6.09	0	0	0	0	0	0
IYK	DJ US Consumer Goods Ishares	Index	Closed-End Fund - Equity	0	7.44	0	0	0	0	0	0
IYLD	Mstar Multi-Asset Income Index Ishares			0	0	0	0	0	0	0	0
IYM	DJ US Basic Materials Ishares	Finance	Closed-End Fund - Equity	0	-4.63	0	0	0	0	0	0
IYR	DJ US Real Estate Ishares	Finance	Closed-End Fund - Equity	0	11.73	0	0	0	0	0	0
IYT	DOW Transportations Ishares	Finance	Closed-End Fund - Equity	0	-6.59	0	0	0	0	0	0
IYW	DJ US Technology Ishares	Index	Closed-End Fund - Equity	0	8.27	0	0	0	0	0	0
IYY	DJ US Index Ishares	Finance	Closed-End Fund - Equity	0	3.02	0	0	0	0	0	0
IYZ	DJ US Telecom Ishares	Index	Closed-End Fund - Equity	0	5.21	0	0	0	0	0	0
JDG	Wisdomtree Japan Dividend Growt			0	0	0	0	0	0	0	0
JDST	Direxion Daily Junior Gold Mine			0	0	0	0	0	0	0	0
JEM	GEMS Index ETN Ipath			0	0	0	0	0	0	0	0
JETS	U.S. Global Jets ETF			0	0	0	0	0	0	0	0
JHDG	Wisdomtree Japan Hedged Dividen			0	-0.002	0	0	0	0	0	0
JHMA	John Hancock Multifactor Materi			0	0	0	0	0	0	0	0
JHMC	John Hancock Multifactor Consum			0	0	0	0	0	0	0	0
JHMD	John Hancock Exchange-Traded Fund Trust John Han			0	0	0	0	0	0	0	0
JHME	John Hancock Multifactor Energy			0	0	0	0	0	0	0	0
JHMF	John Hancock Multifactor Financ			0	0	0	0	0	0	0	0
JHMH	John Hancock Multifactor Health			0	0	0	0	0	0	0	0
JHMI	John Hancock Multifactor Indust			0	0	0	0	0	0	0	0
JHML	John Hancock Multifactor Large			0	0	0	0	0	0	0	0
JHMM	John Hancock Multifactor Mid CA			0	0	0	0	0	0	0	0
JHMS	John Hancock Multifactor Consum			0	0	0	0	0	0	0	0
JHMT	John Hancock Multifactor Techno			0	0	0	0	0	0	0	0
JHMU	John Hancock Multifactor Utilit			0	0	0	0	0	0	0	0
JJA	DJ-UBS Agriculture TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
JJC	DJ-UBS Copper TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
JJE	DJ-UBS Energy TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
JJG	DJ-UBS Grains TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
JJM	DJ-UBS Ind Metals TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
JJN	DJ-UBS Nickel TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
JJP	DJ-UBS Prec Metals TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
JJS	DJ-UBS Softs TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
JJT	DJ-UBS Tin TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
JJU	DJ-UBS Aluminum TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
JKD	Mstar Large Core Index Ishares			0	0.96	0	0	0	0	0	0
JKE	Mstar Large Growth Index Ishares			0	-3.79	0	0	0	0	0	0
JKF	Mstar Large Value Index Ishares			0	6.267	0	0	0	0	0	0
JKG	Mstar Mid Core Index Ishares			0	3.45	0	0	0	0	0	0
JKH	Mstar Mid Growth Index Ishares			0	-1.33	0	0	0	0	0	0
JKJ	Mstar Small Core Index Ishares			0	-4.84	0	0	0	0	0	0
JKK	Mstar Small Growth Index Ishares			0	3.879	0	0	0	0	0	0
JKL	Mstar Small Value Index Ishares			0	-4.32	0	0	0	0	0	0
JNK	SPDR High Yield Bond Barclays Capital			0	0	0	0	0	0	0	0
JNUG	Direxion Daily Junior Gold Mine			0	0	0	0	0	0	0	0
JO	DJ-UBS Coffee TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
JOB	General Employment Enterprises	Technology	Diversified Commercial Services	38.17	0.12	0	9377729	0	0	0.52	1.76
JPEH	Jpmorgan Diversified Return EUR			0	0	0	0	0	0	0	0
JPEM	Jpmorgan Diversified Return Eme			0	0	0	0	0	0	0	0
JPEU	Jpmorgan Diversified Return EUR			0	0	0	0	0	0	0	0
JPGE	Jpmorgan Diversified Return Glo			0	0	0	0	0	0	0	0
JPHF	JP Morgan Diversified Alternatives ETF			0	0	0	0	0	0	0	0
JPHY	Jpmorgan Disciplined High Yield ETF			0	0	0	0	0	0	0	0
JPIH	Jpmorgan Diversified Return Int			0	0	0	0	0	0	0	0
JPIN	Jpmorgan Diversified Return Int			0	0	0	0	0	0	0	0
JPME	Jpmorgan Diversified Return U.S			0	0	0	0	0	0	0	0
JPMV	MSCI Japan Minimum Vola Ishares			0	0	0	0	0	0	0	0
JPN	Db-Xt Jpn Jpx Nikkei 400 Eq			0	0	0	0	0	0	0	0
JPNH	Deutsche X-Trackers Japan Jpx-N			0	0	0	0	0	0	0	0
JPNL	Direxion Daily Japan Bull 3X Et			0	0	0	0	0	0	0	0
JPSE	Jpmorgan Diversified Return US Small Cp Equity E			0	0	0	0	0	0	0	0
JPUS	Jpmorgan Diversified Return U.S			0	0	0	0	0	0	0	0
JPXN	Ishares Jpx-Nikkei 400 ETF			0	10.81	0	0	0	0	0	0
JRJR	Cvsl Inc			0	-0.601	0	39383650	0	0	0.263	0
JUNE	Dhandho Junoon ETF			0	0	0	0	0	0	0	0
JXI	S&P Global Utilities Ishares			0	0	0	0	0	0	0	0
JYN	JPY/USD Exchange Rate ETN Ipath			0	0	0	0	0	0	0	0
KBA	Kraneshares Bosera MSCI China A			0	0	0	0	0	0	0	0
KBE	SPDR S&P Bank ETF			0	0	0	0	0	0	0	0
KCE	SPDR S&P Capital Markets ETF			0	-16.557	0	0	0	0	0	0
KCNY	Kraneshares E Fund China Commer			0	0	0	0	0	0	0	0
KEMP	Kraneshares FTSE Emerging Marke			0	0	0	0	0	0	0	0
KFYP	Kraneshares Zacks New China ETF			0	0	0	0	0	0	0	0
KIE	SPDR S&P Insurance ETF			0	0	0	0	0	0	0	0
KIQ	Kelso Technologies I			0	-0.09	0	46410000	0	0	5.11	4.02
KLD	USA ESG Select Index MSCI Ishares			0	0	0	0	0	0	0	0
KLDW	Exchange Listed Funds Trust Gav			0	0	0	0	0	0	0	0
KLDX	Klondex Mines Ltd			43.69	0.13	0	149318700	0	0	4.81	2.53
KLEM	Exchange Listed Funds Trust Gav			0	0	0	0	0	0	0	0
KNOW	All Cap Insider Sentiment Direxion			0	0	0	0	0	0	0	0
KOL	Coal ETF Market Vectors			0	0	0	0	0	0	0	0
KOLD	Proshares Ultrashort Bloomberg Natural Gas			0	0	0	0	0	0	0	0
KOR	Advisorshares Kim Korea Equity ETF			0	-3.71	0	0	0	0	0	0
KORU	Direxion Daily South Korea Bull			0	0	0	0	0	0	0	0
KRE	SPDR S&P Regional Banking ETF			0	0	0	0	0	0	0	0
KROO	IQ Australia Smallcap ETF			0	0	0	0	0	0	0	0
KRS	Short KBW Regional Banking Proshares			0	0	0	0	0	0	0	0
KRU	Ultra KBW Regional Banking Proshares			0	0	0	0	0	0	0	0
KSA	Ishares MSCI Saudi Arabia Cappe			0	0	0	0	0	0	0	0
KWT	Solar Energy ETF Market Vectors			0	0	0	0	0	0	0	0
KXI	S&P Global Consumer Staples Ishares			0	0	0	0	0	0	0	0
LABD	Direxion Daily S&P Biotech Bear			0	0	0	0	0	0	0	0
LABS	Direxion Daily S&P Biotech Bear			0	0	0	0	0	0	0	0
LABU	Direxion Daily S&P Biotech Bull			0	0	0	0	0	0	0	0
LAQ	Latin America Equity Fund	Finance	Closed-End Fund - Foreign	0	0.34	1.45	0	0.3	0	0	0
LARE	Tierra Xp Latin America Real Es			0	0.902	0	0	0	0	0	0
LBDC	2Xleveraged Long Etracs Wells F			0	0	0	0	0	0	0	0
LBJ	Latin America Bull 3X Direxion			0	0	0	0	0	0	0	0
LBY	Libbey Inc	Capital Goods	Industrial Machinery/Components	8.89	2.02	2.65	21842720	0.47	1.46	0.48	2.43
LD	Ipath Bloomberg Lead Sub TR ETN			0	0	0	0	0	0	0	0
LDUR	Pimco Low Duration Exchange-Tra			0	0	0	0	0	0	0	0
LEAD	Reality Shares Divcon Leaders D			0	0	0	0	0	0	0	0
LEDD	Lead Pure Beta ETN Ipath			0	0	0	0	0	0	0	0
LEMB	Emrg Mkts Local Cur Bond Ishares			0	0	0	0	0	0	0	0
LEU	Centrus Energy Corp			0	-17.7	0	9000000	0	0	0.16	0
LGL	LGL Group	Capital Goods	Industrial Machinery/Components	0	-0.081	0	2663561	0	0	0.645	0.953
LGLV	SPDR SSGA US Large Cap Low Volatility Index			0	0	0	0	0	0	0	0
LIQT	Liqtech International Inc			0	-0.12	0	39540000	0	-0.14	1.18	1.06
LIT	G-X Lithium ETF			0	0	0	0	0	0	0	0
LLSC	Direxion Daily Small Cap 1.25X			0	0	0	0	0	0	0	0
LLSP	Direxion Daily S&P 500 Bull 1.2			0	0	0	0	0	0	0	0
LMLP	Etracs Monthly Pay 2Xleveraged			0	0.12	0	0	0	0	0	0
LNG	Cheniere Energy	Energy	Oil & Gas Production	0	-4.43	0	228898400	0	36.45	14.37	0
LODE	Comstock Mining Inc			0	-0.088	0	184506500	0	0	6.5308	2.7084
LOV	Spark Networks Plc	Miscellaneous	Business Services	0	-0.166	0	31878470	0	-0.47	0.7704	1.144
LOWC	SPDR MSCI ACWI Low Carbon Targe			0	0	0	0	0	0	0	0
LQD	Iboxx $ Invest Grade Corp Bond Ishares	Finance	Closed-End Fund - Equity	0	10.78	0	0	0	0	0	0
LQDH	Ishares Interest Rate Hedged Co			0	0	0	0	0	0	0	0
LRET	Etracs Monthly Pay 2Xleveraged			0	0	0	0	0	0	0	0
LRGF	Ishares Factorselect MSCI USA E			0	0	0	0	0	0	0	0
LSTK	Livestock Pure Beta ETN Ipath			0	0	0	0	0	0	0	0
LSVX	UBS Group Ag			0	0	0	0	0	0	0	0
LTL	Ultra Telecommunications Proshares			0	0	0	0	0	0	0	0
LTPZ	15+ Year US Tips Index ETF Pimco			0	0	0	0	0	0	0	0
LTS	Ladenburg Thalmann Financial Inc	Finance	Investment Bankers/Brokers/Service	0	-0.3	0	193893800	0	-0.48	0.4	1.17
LTS-A	Ladenburg Thalmann Financial Se			0	0	0	0	0	0	0	0
LVHB	Elkhorn Lunt Low Vol/High Beta Tactical ETF			0	0	0	0	0	0	0	0
LVHE	Legg Mason Emerging Mkts Low Volatility Hi Div E			0	0	0	0	0	0	0	0
LVHI	Legg Mason International Low Volatility High Div			0	0	0	0	0	0	0	0
LVL	S&P Global Dividend Opps Guggenheim			0	0	0	0	0	0	0	0
LWC	SPDR Long Corpterm Bd Barclays Capital			0	0	0	0	0	0	0	0
MAB	Eaton Vance Massachusetts Muni Bond	Finance	Closed-End Fund - Debt	0	1.65	4.27	0	0.59	0	0	0
MAG	MAG Silver Corp			0	-0.21	0	80714730	0	0	0	5.65
MATF	Ishares Edge MSCI Multifactor M			0	0	0	0	0	0	0	0
MATH	Meidell Tactical Advantage ETF			0	-0.19	0	0	0	0	0	0
MBB	MBS Bond Ishares			0	0	0	0	0	0	0	0
MBG	SPDR Mortgage Backed Bond Barclays Capital			0	0	0	0	0	0	0	0
MCF	Contango Oil & Gas Company	Energy	Oil & Gas Production	0	-7.61	0	25262100	0	0	2.62	0.81
MCRO	IQ Hedge Macro Tracker ETF			0	0	0	0	0	0	0	0
MCZ	Mad Catz Interactive Inc	Consumer Non-Durables	Recreational Products/Toys	0	-0.16	0	73489520	0	0	0.0981	0
MDY	S&P Midcap 400 SPDR	Finance	Closed-End Fund - Equity	0	1.64	0	0	0	0	0	0
MDYG	SPDR S&P Midcap Growth ETF			0	0	0	0	0	0	0	0
MDYV	SPDR S&P Midcap Value ETF			0	0	0	0	0	0	0	0
MEAR	Ishares Short Maturity Municipa			0	0	0	0	0	0	0	0
MELT	Direxion Daily Gold Miners Index Bear 1X Shares			0	0	0	0	0	0	0	0
MENU	Uscf Restaurant Leaders Fund			0	0	0	0	0	0	0	0
MGC	Megacap 300 Index ETF Vanguard			0	0	0	0	0	0	0	0
MGH	Minco Gold Corp	Basic Industries	Precious Metals	0	0.01	0	0	0	0	0	0
MGK	Megacap 300 Growth Index ETF Vanguard			0	0	0	0	0	0	0	0
MGV	Megacap 300 Value Index ETF Vanguard			0	0	0	0	0	0	0	0
MHE	Massachusetts Health and Education Tax-Exempt TR	Finance	Closed-End Fund - Debt	0	1.479	4.44	0	0.64	0	0	0
MHH	Mastech Holdings Inc	Consumer Services	Professional Services	8.82	0.71	0	4470400	0	0	0.22	1.58
MIDU	Direxion Daily Mid Cap Bull 3X Shares			0	0	0	0	0	0	0	0
MIDZ	Midcap Bear 3X Direxion			0	0	0	0	0	0	0	0
MINC	Advisorshares Newfleet Multi-Se			0	0	0	0	0	0	0	0
MINT	Enhanced Short-Maturity Strgy ETF Pimco			0	0	0	0	0	0	0	0
MIW	Eaton Vance Michigan Muni Bond Fund	Finance	Closed-End Fund - Debt	0	1.66	4.45	0	0.61	0	0	0
MJCO	Majesco Common Stock			0	-0.05	0	36497090	0	0	1.5	4.13
MLN	Long Municipal Index ETF Market Vectors			0	0	0	0	0	0	0	0
MLPA	G-X MLP ETF			0	0	0	0	0	0	0	0
MLPB	Etracs Alerian MLP Infrastructu			0	0	0	0	0	0	0	0
MLPC	C-Tracks Etns Based On Performa			0	0	0	0	0	0	0	0
MLPE	C-Tracks ETN On Miller/Howard Fundamental MLP In			0	0	0	0	0	0	0	0
MLPG	Alerian Natural Gas MLP ETN UBS E-Tracs			0	0	0	0	0	0	0	0
MLPI	Alerian MLP Infrastrctr ETN UBS E-Tracs			0	0	0	0	0	0	0	0
MLPJ	Global X Junior MLP ETF			0	0	0	0	0	0	0	0
MLPO	Credit Suisse Group Exchange TR			0	0	0	0	0	0	0	0
MLPQ	UBS Ag Etracs 2Xmonthly Leverag			0	0	0	0	0	0	0	0
MLPS	1X Short Alerian MLP Infr ETN UBS E-Tracs			0	0	0	0	0	0	0	0
MLPX	Global X MLP & Energy Infrastru			0	0	0	0	0	0	0	0
MLPY	Cushing MLP Hi Income ETN Morgan Stanley			0	0.68	0	0	0	0	0	0
MLPZ	UBS Ag Etracs Etracs 2Xmonthly			0	0	0	0	0	0	0	0
MLSS	Milestone Scientific			0	-0.23	0	28051850	0	0	3.3	5.44
MLTI	Credit Suisse X-Links Multi-Ass			0	0	0	0	0	0	0	0
MMTM	SPDR S&P 1500 Momentum Tilt ETF			0	0.114	0	0	0	0	0	0
MMV	Eaton Vance Massachusetts Muni Income Trust	Finance	Closed-End Fund - Debt	0	1.488	3.91	0	0.53	0	0	0
MNA	IQ Merger Arbitrage ETF			0	0	0	0	0	0	0	0
MOAT	Mstar Wide Moat ETF Market Vectors			0	-0.005	0	0	0	0	0	0
MOC	Command Security Corp	Consumer Services	Diversified Commercial Services	0	-0.15	0	9839286	0	0	0.19	1.48
MOM	US Momentum Market Neutral ETF Quantshares			0	0	0	0	0	0	0	0
MOO	Agribusiness ETF Market Vectors			0	3.87	0	0	0	0	0	0
MORL	Etracs Monthly Pay 2Xleveraged			0	0	0	0	0	0	0	0
MORT	Mortgage REIT ETF Market Vectors			0	0	0	0	0	0	0	0
MOTI	Market Vectors Morningstar International Moat Et			0	0	0	0	0	0	0	0
MPO	Midstates Petroleum Company Inc			0	-67.72	0	24699000	0	0	2.08	0
MRGR	Merger ETF Proshares			0	0.57	0	0	0	0	0	0
MRRL	Etracs Monthly Pay 2Xleveraged			0	0	0	0	0	0	0	0
MSN	Emerson Radio Corp	Consumer Non-Durables	Consumer Electronics/Appliances	0	-0.02	0	27131580	0	0	1.04	0.58
MSTX	Mast Therapeutics Inc			0	-0.214	0	238251400	0	0	714.6901	2.3684
MTK	SPDR Morgan Stanley Technology	Finance	Closed-End Fund - Equity	0	2.49	0	0	0	0	0	0
MTUM	MSCI USA Momentum Factor Ishares			0	0	0	0	0	0	0	0
MUB	S&P National Amt-Free Muni Bd Ishares			0	0	0	0	0	0	0	0
MUNI	Intermediate Muni Bond Strgy ETF Pimco			0	0	0	0	0	0	0	0
MVF	Munivest Fund	Finance	Closed-End Fund - Debt	0	0.96	6	0	0.59	0	0	0
MVIN	Natixis Seeyond International Minimum Vol ETF			0	0	0	0	0	0	0	0
MVV	Ultra Midcap 400 Proshares			0	0	0	0	0	0	0	0
MXC	Mexco Energy Corp	Energy	Oil & Gas Production	0	-1.67	0	2037106	0	0	4.77	1.26
MXI	S&P Global Materials Ishares			0	0	0	0	0	0	0	0
MYY	Short Midcap 400 Proshares			0	0	0	0	0	0	0	0
MZA	Muniyield Arizona Fund	Finance	Closed-End Fund - Debt	0	1.517	4.99	0	0.74	0	0	0
MZZ	Ultrashort Midcap400 Proshares			0	0	0	0	0	0	0	0
NAIL	Direxion Daily Homebuilders & S			0	0	0	0	0	0	0	0
NAK	Northern Dynasty Minerals	Basic Industries	Precious Metals	0	-0.12	0	265378000	0	0	0	7.19
NANR	SPDR S&P North American Natural			0	0	0	0	0	0	0	0
NASH	Nashville Area ETF			0	0	0	0	0	0	0	0
NAVB	Navidea Biopharmaceuticals Inc			0	-0.083	0	155484400	0	0	3.0756	0
NBH	Neuberger Berman Intermediate Fund Inc	Finance	Closed-End Fund - Debt	0	1.12	5.67	0	0.9	0	0	0
NBO	Neuberger Berman New York Intermediate Fund Inc	Finance	Closed-End Fund - Debt	0	0.87	4.53	0	0.58	0	0	0
NBW	Neuberger Berman California Intermediate Fund In	Finance	Closed-End Fund - Debt	0	1.11	4.97	0	0.74	0	0	0
NBY	Novabay Pharmaceuticals	Consumer Durables	Major Pharmaceuticals	0	-2.44	0	15134150	0	0	6.56	9.07
NEAR	Short Maturity Bond Ishares			0	0	0	0	0	0	0	0
NEN	New England Realty Associates Limited Partnershi	Consumer Services	Building operators	52.07	1.23	1.88	3710000	1.2	0	4.7	0
NFLT	Virtus Newfleet Multi-Sector Un			0	0	0	0	0	0	0	0
NFO	Insider Sentiment Guggenheim			0	0	0	0	0	0	0	0
NFRA	Flexshares Stoxx Global Broad I			0	0	0	0	0	0	0	0
NG	Novagold Resources Inc	Basic Industries	Precious Metals	0	-0.11	0	321070200	0	0	0	6.27
NGD	New Gold Inc	Basic Industries	Precious Metals	150	0.02	0	513333300	0	-1.98	2.09	0.7
NGE	Global X Nigeria Index ETF			0	0	0	0	0	0	0	0
NHC	National Healthcare Corp	Health Care	Hospital/Nursing Management	21.37	3.39	2.5	15182890	1.8	0	1.18	1.63
NHS	Neuberger Berman High Yield Strategies	Finance	Closed-End Fund - Debt	0	1.4	8.11	0	0.96	0	0	0
NIB	DJ-UBS Cocoa TR Sub-Idx ETN Ipath			0	0	0	0	0	0	0	0
NINI	Nickel Pure Beta ETN Ipath			0	0	0	0	0	0	0	0
NJV	Nuveen New Jersey Muni Value Fund			0	0.84	3.64	0	0.59	0	0	0
NLR	Uranium+Nuclear Energy ETF Market Vectors			0	0	0	0	0	0	0	0
NML	Neuberger Berman MLP Income Fun			0	0	6.8	0	0.66	0	0	0
NNVC	Nanoviricides Inc			0	-0.22	0	58203120	0	0	0	3.64
NOBL	S&P 500 Aristocrats Proshares			0	0	0	0	0	0	0	0
NOG	Northern Oil and Gas	Energy	Oil & Gas Production	0	-7.43	0	61239390	0	3.26	1.39	0
NORW	G-X Norway ETF			0	0	0	0	0	0	0	0
NPN	Nuveen Pennsylvania Muni Value Fund			0	0.66	3.73	0	0.62	0	0	0
NRO	Neuberger Berman Real Estate Securities	Finance	Closed-End Fund - Debt	0	0.6	9.04	0	0.48	0	0	0
NSAT	Norsat International Inc			4.88	1.61	0	5768153	0	0	1.24	1.16
NSP.W	Inspiremd Inc. Warrant			0	0	0	0	0	0	0	0
NSPR	Inspiremd Inc			0	-11.08	0	1429825	0	0	1.56	0.49
NSU	Nevsun Resources Ltd	Basic Industries	Precious Metals	43.38	0.07	5.08	300464200	0.16	-2.7	3.61	0.99
NTIP	Network-1 Sec Solu			3.63	1.03	2.67	23328000	0.1	0	1.32	1.69
NTN	Ntn Buzztime	Consumer Services	Broadcasting	0	-1.88	0	1838168	0	-0.24	0.59	7.52
NUAG	Nushares Enhanced Yield US Aggregate Bond ETF			0	0	0	0	0	0	0	0
NUGT	Gold Miners Bull 3X Direxion			0	0	0	0	0	0	0	0
NULG	Nushares ESG Large-Cap Growth ETF			0	0	0	0	0	0	0	0
NULV	Nushares ESG Large-Cap Value ETF			0	0	0	0	0	0	0	0
NUMG	Nushares ESG Mid-Cap Growth ETF			0	0	0	0	0	0	0	0
NUMV	Nushares ESG Mid-Cap Value ETF			0	0	0	0	0	0	0	0
NURE	Nushares Enhanced Yield US Aggregate Bond ETF Et			0	0	0	0	0	0	0	0
NUSC	Nushares ESG Small-Cap ETF			0	0	0	0	0	0	0	0
NYF	S&P NY Amt-Free Municipal Bd Ishares			0	0	0	0	0	0	0	0
NYH	Eaton Vance New York Muni Bond Fund II	Finance	Closed-End Fund - Debt	0	1.053	4.93	0	0.59	0	0	0
OAPH	O'Shares FTSE Asia Pacific Qual			0	0	0	0	0	0	0	0
OASI	O'Shares FTSE Asia Pacific Qual			0	0	0	0	0	0	0	0
OCX	Oncocyte Corporation Common Sto			0	-0.46	0	28708740	0	0	0	11.88
OEF	S&P 100 Index Ishares			0	-0.44	0	0	0	0	0	0
OEUH	O'Shares FTSE Europe Quality Di			0	0	0	0	0	0	0	0
OEUR	O'Shares FTSE Europe Quality Di			0	0	0	0	0	0	0	0
OEW	Guggenheim ETF Trust ETF			0	0	0	0	0	0	0	0
OGCP	Empire State Realty Op L.P. Se			0	0.34	2.06	9972093000	0.42	0	0	0
OGEN	Oragenics Inc			0	-0.16	0	49109590	0	0	32.16	8.46
OIH	Oil Services ETF Market Vectors			0	0	0	0	0	0	0	0
OIIL	Credit Suisse X-Links WTI Crude			0	0	0	0	0	0	0	0
OIL	S&P GSCI Crude Oil TR Index ETN Ipath			0	0	0	0	0	0	0	0
OILB	Barclays Bank Plc			0	0	0	0	0	0	0	0
OILK	Proshares K-1 Free Crude Oil Strategy ETF			0	0	0	0	0	0	0	0
OILX	Etracs S&P GSCI Crude Oil Total			0	0	0	0	0	0	0	0
