Symbol	Name	Sector	Industry	PE	EPS	DivYield	Shares	DPS	PEG	PtS	PtB
JBK	Lehman Abs Corp	Finance	Finance: Consumer Services	0	0	0	0	0	0	0	0
JBL	Jabil Circuit	Technology	Electrical Products	23.04	1.1	1.28	182389900	0.32	1.01	0.25	1.92
JBN	Select Asset Inc	Finance	Finance: Consumer Services	0	0	0	2199986000	0	0	0	0
JBR	Select Asset Inc	Finance	Finance: Consumer Services	0	0	0	1099884000	0	0	0	0
JBT	John Bean Technologies Corp	Technology	Industrial Machinery/Components	39.96	2.2	0.45	29157180	0.4	2.47	2.01	15.43
JCAP	Jernigan Capital Inc			12.21	1.74	6.48	5840000	1.4	0	24.3	1.2
JCE	Nuveen Core Equity Alpha Fund			0	0	0	0	0	0	0	0
JCI	Johnson Controls Intl	Consumer Durables	Industrial Specialties	0	-1.34	2.73	938590200	1.12	1.16	0.97	1.98
JCP	J.C. Penney Company Inc	Consumer Services	Department/Specialty Retail Stores	0	-1.05	0	308123300	0	-8.5	0.17	1.91
JDD	Nuveen Diversified Dividend and	Finance	Closed-End Fund - Debt	0	0.85	0	0	0	0	0	0
JE	Just Energy Group Inc			3.57	1.64	6.67	147791400	0.37	0	0.28	0
JE-A	Just Energy Group Inc.			0	0	0	0	0	0	0	0
JEC	Jacobs Engineering Group Inc	Basic Industries	Military/Government/Technical	31.03	1.73	1.06	121080100	0.6	2.93	0.64	1.68
JELD	Jeld-Wen Holding Inc.			84.57	0.35	0	17968090	0	0	0.15	0
JEQ	Japan Equity Fund	Finance	Closed-End Fund - Foreign	0	1.11	0	0	0	0	0	0
JFC	Jf China Region Fund	Finance	Closed-End Fund - Foreign	0	-4.64	0	0	0	0	0	0
JFR	Nuveen Floating Rate	Finance	Closed-End Fund - Equity	0	0.07	0	0	0	0	0	0
JGH	Nuveen Global High Income Fund			0	0	0	0	0	0	0	0
JHA	Nuveen High Income December			0	0	0	0	0	0	0	0
JHB	Nuveen High Income November 2021 Target Term Fun			0	0	0	0	0	0	0	0
JHD	Nuveen High Income December 2019 Target Term Fun			0	0	0	0	0	0	0	0
JHI	John Hancock Investors Trust	Finance	Closed-End Fund - Equity	0	2.27	0	0	0	0	0	0
JHS	John Hancock Income Securities Trust	Finance	Closed-End Fund - Equity	0	0.12	0	0	0	0	0	0
JHX	James Hardie Industries Se	Capital Goods	Building Materials	25.17	0.59	2.67	440540500	0.39	1.71	3.45	0
JHY	Nuveen High Income 2020 Target			0	0	0	0	0	0	0	0
JKS	Jinkosolar Holding Company Ltd	Technology	Semiconductors	2.72	5.5	0	31587220	0	-0.16	0.14	0.6
JLL	Jones Lang Lasalle Inc	Finance	Real Estate	15.54	6.98	0.62	45182110	0.66	1.35	0.71	1.73
JLS	Nuveen Mortgage Opportunity Term Fund			0	0	0	0	0	0	0	0
JMEI	Jumei International Holding Ltd			69.34	0.06	0	149340400	0	0.49	0.58	1.12
JMF	Nuveen Energy MLP Total Return Fund			0	0	0	0	0	0	0	0
JMLP	Nuveen All Cap Energy MLP Oppo			0	0	0	0	0	0	0	0
JMM	Nuveen Multi-Market Income Fund Inc			0	0.14	0	0	0	0	0	0
JMP	JMP Group Inc	Finance	Investment Bankers/Brokers/Service	137.87	0.05	5.51	20952160	0.36	-2.04	1.05	1.12
JMPB	JMP Group Inc			0	-0.01	0	1600158000	0	0	286.71	4.39
JMPC	JMP Group Inc			541.7043	0.047	0	20952000	0	0	4.0848	4.3775
JMT	Nuven Mortgage Opportunity Term Fund 2			0	0	0	0	0	0	0	0
JNJ	Johnson & Johnson	Consumer Durables	Major Pharmaceuticals	19.43	5.93	2.81	2720496000	3.2	2.74	4.32	4.27
JNPR	Juniper Networks	Technology	Computer Communications Equipment	17.83	1.55	1.47	379884200	0.4	1.13	2.09	2.09
JNS	Janus Capital Group Inc	Finance	Investment Managers	15.54	0.78	3.64	175742600	0.44	3.42	2.1	1.24
JOE	St. Joe Company	Consumer Services	Homebuilding	120.63	0.14	0	74202900	0	0	12.81	1.89
JOF	Japan Smaller Capitalization Fund Inc	Finance	Closed-End Fund - Foreign	0	0.68	0	0	0	0	0	0
JONE	Jones Energy Inc			0	-0.43	0	57009300	0	0.41	2.15	0.54
JOY	Joy Global Inc			0	-0.6	0.14	98791750	0.04	-2.21	1.17	2
JP	Jupai Holdings Ltd			12.18	0.72	0	29899770	0	0	1.73	1.33
JPC	Nuveen Preferred and Convertible	Finance	Closed-End Fund - Debt	0	0.88	0	0	0	0	0	0
JPEP	JP Energy Partners LP			0	-1.6	14.02	36655740	1.3	0	0.69	0.75
JPI	Nuveen Preferred and Income Term Fund			0	0	0	0	0	0	0	0
JPM	JP Morgan Chase & Co	Finance	Major Banks	14.05	6.19	2.2	3570690000	1.92	2.14	3.45	1.36
JPM-A	JP Morgan Chase & Co			0	0	0	0	0	0	0	0
JPM-B	Jpmorgan Chase & Co. 6.70%			0	0	0	0	0	0	0	0
JPM-D	JP Morgan Chase & Co			0	0	0	0	0	0	0	0
JPM-E	Jpmorgan Chase & Co			0	0	0	0	0	0	0	0
JPM-F	J P Morgan Chase & Co Depositar			0	0	0	0	0	0	0	0
JPM-G	J P Morgan Chase & Co Depositar			0	0	0	0	0	0	0	0
JPM-H	Jpmorgan Chase & Co.			0	0	0	0	0	0	0	0
JPM.W	JP Morgan Chase & Co			0	0	0	0	0	0	0	0
JPS	Nuveen Quality Preferred 2	Finance	Closed-End Fund - Debt	0	0.57	0	0	0	0	0	0
JPT	Nuveen Preferred and Income 2022 Term Fund			0	0	0	0	0	0	0	0
JPW	Nuveen Flexible Investment Inc			0	0	0	0	0	0	0	0
JQC	Nuveen Preferred and Convertible 2	Finance	Closed-End Fund - Debt	0	-0.03	0	0	0	0	0	0
JRI	Nuveen Real Asset Income and Gr			0	0	0	0	0	0	0	0
JRO	Nuveen Floating Rate Income Opportuntiy	Finance	Closed-End Fund - Debt	0	0.02	0	0	0	0	0	0
JRS	Nuveen Real Estate Fund			0	2.33	9.05	0	1	0	0	0
JSD	Nuveen Short Duration Credit O			0	0	0	0	0	0	0	0
JTA	Nuveen Tax-Advantaged Total Return	Finance	Closed-End Fund - Debt	0	-0.84	0	0	0	0	0	0
JTD	Nuveen Tax-Advantaged Dividend Growth			0	0.07	0	0	0	0	0	0
JW.A	John Wiley Sons Cl A	Consumer Services	Books	0	0	0	0	0	0	0	0
JW.B	John Wiley Sons Cl B	Consumer Services	Books	0	0	0	0	0	0	0	0
JWN	Nordstrom	Consumer Services	Clothing/Shoe/Accessory Stores	23.95	1.88	3.25	173333300	1.48	3.07	0.54	9.17
K	Kellogg Company	Consumer Non-Durables	Packaged Foods	38.78	1.99	2.72	351052600	2.08	2.77	2.06	14.04
KAI	Kadant Inc	Technology	Industrial Machinery/Components	20.02	3.13	1.22	10914040	0.76	2.56	1.62	2.37
KAMN	Kaman Corp			27.3	1.88	1.42	27084960	0.72	2.63	0.75	2.37
KAP	Kcap Financial Inc			0	-0.53	0	0	0	0	0	0
KAR	Kar Auction Services Inc	Consumer Durables	Automotive Aftermarket	28.39	1.62	2.81	138163600	1.28	2.21	2.12	4.26
KATE	Kate Spade & Company			19.15	1	0	128339400	0	1.06	1.79	6.96
KB	KB Financial Group Inc	Finance	Commercial Banks	8.85	4.68	0	372525300	0	1.08	2.66	0.59
KBH	KB Home	Capital Goods	Homebuilding	14.78	1.12	0.61	85196380	0.1	0.53	0.39	0.81
KBR	KBR Inc	Basic Industries	Military/Government/Technical	35.7	0.47	1.91	142433200	0.32	13.25	0.58	2.15
KCC	Lehman Abs Corp	Finance	Finance: Consumer Services	0	0	0	0	0	0	0	0
KCG	Kcg Holdings Inc	Finance	Investment Bankers/Brokers/Service	4.93	2.97	0	77815700	0	0.86	0.82	0.83
KDMN	Kadmon Holdings Llc			0	-5.37	0	45078950	0	0	5.79	0
KED	Kayne Anderson Energy Development Company	Finance	Closed-End Fund - Equity	0	-2.13	10.04	0	1.92	2.93	0	0
KEF	Korea Equity Fund	Finance	Closed-End Fund - Foreign	0	0.17	0	0	0	0	0	0
KEG	Key Energy Services Inc	Energy	Oilfield Services/Equipment	0	-2.86	0	160648700	0	1.05	11.64	0
KEM	Kemet Corp	Capital Goods	Electrical Products	0	-0.44	0	46441030	0	1.65	0.49	4.07
KEN	Kenon Holdings Ltd. Ordinary Sh			0	-8.16	0	53333330	0	0	0.33	0.77
KEP	Korea Electric Power Corp	Public Utilities	Electric Utilities: Central	0	5.66	0	0	0	0.14	0	0
KEX	Kirby Corp	Consumer Services	Marine Transportation	27.48	2.62	0	53888890	0	-1.99	2.15	1.6
KEY	Keycorp	Finance	Major Banks	22.8	0.8	1.87	1079409000	0.34	1.23	4.14	1.44
KEY-G	Keycorp Pfd Ser A			0	0	0	0	0	0	0	0
KEY-H	Keycorp Preferred Stock Series C			0	0	0	0	0	0	0	0
KEY-I	Keycorp Pref Share			0	0	0	0	0	0	0	0
KEYS	Keysight Technologies Inc Comm			19.3	1.95	0	171405800	0	0	2.17	4.16
KF	Korea Fund	Finance	Closed-End Fund - Foreign	0	-4.22	0	0	0	0	0	0
KFI	KKR Financial Holdings Llc	Industrial Goods	Aerospace/Defense Products & Services	0	1.35	0	0	0	0	0	0
KFN.P	KKR Financial Holdings Llc Pfd			0	0	0	0	0	0	0	0
KFS	Kingsway Financial Services	Finance	Property-Casualty Insurers	0	-0.15	0	19842280	0	0	0.76	2.94
KFY	Korn/Ferry International	Technology	Diversified Commercial Services	70.34	0.41	1.41	57558940	0.4	1.05	1.07	1.56
KGC	Kinross Gold Corp	Basic Industries	Precious Metals	0	-0.69	0	1244499000	0	-1.34	1.56	1.19
KIM	Kimco Realty Corp	Consumer Services	Real Estate Investment Trusts	31.7	0.79	4.36	424920100	1.08	12.34	8.99	2
KIM-I	Kimco Realty Corporation Deposi			0	0	0	0	0	0	0	0
KIM-J	Kimco Realty Corporation Class			0	0	0	0	0	0	0	0
KIM-K	Kimco Realty Corporation Class			0	0	0	0	0	0	0	0
KIO	KKR Income Opportunities Fund			0	0	9.28	0	1.5	0	0	0
KKR	KKR & Co. LP	Finance	Investment Managers	59.77	0.3	3.48	449642300	0.64	0.35	2.31	1.53
KKR-A	KKR & Co. L.P. Prf			0	0	0	0	0	0	0	0
KKR-B	KKR & Co. LP			0	0	0	0	0	0	0	0
KMB	Kimberly-Clark Corp	Consumer Durables	Containers/Packaging	20.63	5.99	3.16	356616800	3.88	2.67	2.42	0
KMF	Kayne Anderson Midstream Energy Fund			0	0	0	0	0	0	0	0
KMG	KMG Chemicals	Basic Materials	Independent Oil & Gas	22.6	1.65	0.32	11855040	0.12	1.2	1.48	2.99
KMI	Kinder Morgan	Public Utilities	Oil & Gas Production	90.65	0.25	2.23	2229982000	0.5	-66.12	3.82	1.45
KMI-A	Kinder Morgan Inc			0	0	0	0	0	0	0	0
KMI.W	Kinder Morgan Inc W/I			0	0	0	0	0	0	0	0
KMM	Scudder Multi-Market Income Trust	Finance	Closed-End Fund - Debt	0	-0.17	0	0	0	0	0	0
KMPA	Kemper Corporation 7.375% Subor			80.34	-0.19	0	51233400	0	0	0.53	0.68
KMPR	Kemper Corporation			136.59	-0.19	2.22	51116070	0.96	2.08	0.88	1.12
KMT	Kennametal Inc	Capital Goods	Industrial Machinery/Components	0	-0.81	2.12	80336050	0.8	0.99	1.52	3.33
KMX	Carmax Inc	Consumer Durables	Automotive Aftermarket	21.4	3.16	0	187148400	0	1.54	0.81	4.19
KN	Knowles Corporation Common Stoc			0	-0.48	0	88770060	0	1.19	1.92	1.64
KND	Kindred Healthcare	Health Care	Hospital/Nursing Management	0	-6.96	7.06	85160290	0.48	-2.24	0.08	0.7
KNL	Knoll Inc	Consumer Durables	Office Equipment/Supplies/Services	16.11	1.52	2.29	48041390	0.6	0.93	1.08	4.08
KNOP	Knot Offshore Partners LP Commo			10.07	2.13	9.79	27751870	2.08	0.7	3.44	1.14
KNX	Knight Transportation	Transportation	Trucking Freight/Courier Services	29.14	1.16	0.74	80177520	0.24	4.69	2.34	3.33
KO	Coca-Cola Company	Consumer Non-Durables	Beverages (Production/Distribution)	27.23	1.65	3.39	4288073000	1.4	7.3	4.23	7.67
KOD.W	Eastman Kodak Co. Wt			0	0	0	0	0	0	0	0
KOD.X	Eastman Kodak Co. Wt X			0	0	0	0	0	0	0	0
KODK	Eastman Kodak			20.38	0.69	0	42359290	0	0	0.34	0
KOF	Coca Cola Femsa S.A.B. De C.V	Consumer Non-Durables	Beverages (Production/Distribution)	27.6	2.33	2.75	207338000	1.73	2.29	1.64	2.36
KOP	Koppers Holdings Inc	Basic Industries	Forest Products	0	-3.14	0	20662110	0	1.17	0.6	43.18
KORS	Michael Kors Holdings Ltd			8.77	4.38	0	163105800	0	2.29	1.35	3.37
KOS	Kosmos Energy Ltd			0	-0.53	0	386327500	0	-0.4	8.75	2.14
KR	Kroger Company	Consumer Services	Food Chains	16.09	2.08	1.43	938172000	0.48	2.56	0.28	4.73
KRA	Kraton Performance Polymers Inc	Basic Industries	Major Chemicals	8.08	3.44	0	30915950	0	0.18	0.54	1.69
KRC	Kilroy Realty Corp	Consumer Services	Real Estate Investment Trusts	25	2.97	2.03	92647460	1.5	6.88	10.66	2.04
KRC-G	Kilroy Realty Corp			0	0	0	0	0	0	0	0
KRC-H	Kilroy Realty Corp			0	0	0	0	0	0	0	0
KRG	Kite Realty Group Trust	Consumer Services	Real Estate Investment Trusts	2421	0.01	5.07	83436600	1.21	-96.84	5.63	1.21
KRO	Kronos Worldwide Inc	Basic Industries	Major Chemicals	0	0	4.57	116018000	0.6	-1.52	1.15	3.34
KRP	Kimbell Royalty Partners			0	0	0	0	0	0	0	0
KS	Kapstone Paper and Packaging Corp	Basic Industries	Paper	26.24	0.82	1.76	96578610	0.4	2.03	0.71	2.43
KSM	Scudder Strategic Municiple Income Trust	Finance	Closed-End Fund - Debt	0	1.01	0	0	0	0	0	0
KSS	Kohl's Corp	Consumer Services	Department/Specialty Retail Stores	12.79	3.29	4.75	176498600	2	1.5	0.39	1.45
KST	Scudder Strategic Income Trust	Finance	Closed-End Fund - Debt	0	-0.24	0	0	0	0	0	0
KSU	Kansas City Southern	Transportation	Railroads	19.37	4.43	1.54	106643400	1.32	1.5	3.93	2.24
KSU.P	Kansas Cty Sthn 4%	Transportation	Railroads	0	0	0	0	0	0	0	0
KT	Korea Telecom Corp	Public Utilities	Telecommunications Equipment	0	0.86	0	0	0	2.68	0	0
KTF	Scudder Municiple Income Trust	Finance	Closed-End Fund - Debt	0	0.93	0	0	0	0	0	0
KTH	Lehman Abs Corp	Finance	Finance: Consumer Services	0	0	0	0	0	0	0	0
KTN	Lehman Abs Corp	Finance	Finance: Consumer Services	0	0	0	0	0	0	0	0
KTP	Lehman Abs Corp	Finance	Finance: Consumer Services	0	0	0	0	0	0	0	0
KW	Kennedy-Wilson Holdings Inc	Finance	Real Estate	156.34	0.13	2.7	113126500	0.56	-3.32	3.27	2.21
KWN	Kennedy-Wilson Holdings Inc			197.31	0.13	0	113464400	0	0	4.16	2.82
KWR	Quaker Chemical Corp	Basic Industries	Major Chemicals	31.76	4.18	1.06	13266000	1.38	2.51	2.35	4.29
KYE	Kayne Anderson Energy Total Return Fund	Finance	Closed-End Fund - Equity	0	-5.33	0	0	0	0	0	0
KYN	Kayne Anderson MLP Investment Company	Finance	Closed-End Fund - Debt	0	-3.23	0	0	0	0	0	0
KYN-F	Kayne Anderson MLP Investment			0	0	0	0	0	0	0	0
KYO	Kyocera Corp	Technology	Semiconductors	18.7	2.93	1.61	367700700	0.88	1.13	1.6	0.97
L	Loews Corp	Finance	Property-Casualty Insurers	24.88	1.87	0.54	336704000	0.25	2.69	1.19	0.85
LAD	Lithia Motors	Consumer Durables	Automotive Aftermarket	13.48	7.5	1.01	25123640	1	0.53	0.3	2.89
LADR	Ladder Capital Corp			15.84	0.87	13.44	65200000	1.84	1.84	3.42	1.01
LAZ	Lazard Ltd	Finance	Investment Managers	14.8	2.92	3.54	123119600	1.52	2.55	2.27	4.28
LB	L Brands Inc			14.83	3.97	4.12	285981000	2.4	1.45	1.35	0
LBF	Scudder Global High	Finance	Closed-End Fund - Foreign	0	0.74	0	0	0	0	0	0
LC	Lendingclub Corp			0	-0.28	0	393712600	0	6.47	5.03	2.59
LCI	Lannett Co Inc			0	-0.63	0	37189200	0	0.87	1.2	1.48
LCII	Lci Industries			20.84	4.81	1.78	24826950	2	1.22	1.66	5.07
LCM	Advent/Claymore Enhanced Growth &	Finance	Closed-End Fund - Equity	0	-0.05	0	0	0	0	0	0
LDF	Latin American Discovery Fund	Finance	Closed-End Fund - Foreign	0	-0.77	0	0	0	0	0	0
LDL	Lydall Inc	Capital Goods	Auto Parts:O.E.M.	26.77	2.23	0	17085430	0	1.23	1.81	3.6
LDOS	Leidos Holdings Inc			13.22	3.85	2.52	150275400	1.28	1.43	1.32	2.45
LDP	Cohen & Steers Ltd Duration Preferred Income Fun			0	-0.4	0	0	0	0	0	0
LDR	Landauer Inc	Capital Goods	Industrial Machinery/Components	28.24	1.85	2.22	9621053	1.1	1.77	3.19	25.13
LEA	Lear Corp	Capital Goods	Auto Parts:O.E.M.	10.6	13.33	0.85	69402190	1.2	0.8	0.53	3.19
LEE	Lee Enterprises Inc	Consumer Services	Newspapers/Magazines	4.52	0.65	0	56579660	0	2.4	0.28	0
LEG	Leggett & Platt Inc	Consumer Durables	Home Furnishings	17.75	2.76	2.78	133483200	1.36	7.15	1.74	5.97
LEJU	Leju Holdings Ltd			19.43	0.21	0	186000000	0	2.73	1.21	1.25
LEN	Lennar Corp	Basic Industries	Homebuilding	11.9	3.93	0.35	234565300	0.16	1.38	0.97	1.51
LEN.B	Lennar Corp			0	0	0	0	0	0	0	0
LEO	Dreyfus Strategic Municipals	Finance	Closed-End Fund - Debt	0	0.88	0	0	0	0	0	0
LFC	China Life Insurance Company Ltd	Finance	Life Insurance	42.36	0.36	2.12	5696393000	0.32	-5.94	1.1	1.92
LFGR	Leaf Group Ldt.			0	-0.21	0	20236240	0	-0.54	1.31	1.75
LFL	Latam Airlines Group Sa	Transportation	Air Freight/Delivery Services	0	0	0	545090200	0	0.55	0.59	1.52
LGF.A	Lions Gate Entertainment Corp Cl A			0	0	0	0	0	0	0	0
LGF.B	Lions Gate Entertainment Corp Cl B			0	0	0	0	0	0	0	0
LGI	Lazard Global Total Return and			0	-1.22	0	0	0	0	0	0
LH	Laboratory Corporation of America Holdings	Health Care	Medical Specialities	21.41	6.31	0	103029400	0	1.54	1.48	2.49
LHO	Lasalle Hotel Properties	Consumer Services	Real Estate Investment Trusts	14.55	2.09	5.93	113120700	1.8	-0.68	2.79	1.34
LHO-H	Lasalle Hotl 8.375 B			0	0	0	0	0	0	0	0
LHO-I	Lasalle Hotel Properties			0	0	0	0	0	0	0	0
LHO-J	Lasalle Hotel Properties			0	0	0	0	0	0	0	0
LII	Lennox International	Capital Goods	Industrial Machinery/Components	25.82	6.32	1.05	43004170	1.72	1.45	1.93	187.37
LITB	Lightinthebox Holding Co. Ltd			0	-0.18	0	68798660	0	3.33	0.72	3.02
LKSD	Lsc Communications Inc			6.59	4.11	3.58	32900190	1	0	0.25	2.1
LL	Lumber Liquidators Holdings Inc	Consumer Services	RETAIL: Building Materials	0	-3.06	0	27246780	0	-0.2	0.46	2
LLL	L-3 Communications Holdings	Technology	Radio And Television Broadcasting And Communications Equipment	18.11	9.01	1.73	77309790	2.8	2.94	1.19	2.74
LLY	Eli Lilly and Company	Consumer Durables	Major Pharmaceuticals	30.17	2.58	2.66	1072117000	2.08	1.67	3.93	5.27
LM	Legg Mason Inc	Finance	Investment Managers	36.07	0.98	2.51	97443180	0.88	1.02	1.23	0.86
LMHA	Legg Mason Inc			0	0	0	10000000000	0	0	0	0
LMHB	Legg Mason Inc			0	0	0	0	0	0	0	0
LMT	Lockheed Martin Corp	Capital Goods	Military/Government/Technical	14.9	17.49	2.84	291805800	7.28	2.45	1.59	49.86
LN	Line Corporation			100.98	0.31	0	217856000	0	15982.2	5.47	4.77
LNC	Lincoln National Corp	Finance	Life Insurance	13.99	5.03	1.66	226232800	1.16	1.17	1.19	1.09
LNC.W	Lincoln National Corp			0	0	0	0	0	0	0	0
LND	Brasilagro Brazi ADR	Closed-End Investment Bond Funds		0	-0.18	6.46	54429350	0.24	0	5.38	0.96
LNN	Lindsay Corp	Capital Goods	Industrial Machinery/Components	58.4	1.31	1.54	10652940	1.16	2.99	1.58	3.22
LNT	Alliant Energy Corp	Public Utilities	Power Generation	25.06	1.51	3.35	227416800	1.26	3.34	2.62	2.22
LOCK	Lifelock Inc			0	0.19	0	0	0	1.42	0	0
LOR	Lazard World Dividend &			0	-1.71	0	0	0	0	0	0
LOW	Lowe's Companies	Consumer Services	RETAIL: Building Materials	27.15	2.72	1.9	869812100	1.4	1.19	1.02	9.73
LPG	Dorian Lpg Ltd			31.82	0.31	0	53851580	0	-1.81	2.59	0.54
LPI	Laredo Petroleum Holdings Inc			0	-5.52	0	237894800	0	0.95	6.13	17.57
LPL	Lg Display Co. Limited American	Capital Goods	Industrial Machinery/Components	11.13	1.15	0	715740000	0	1.9	0.39	0.87
LPT	Liberty Property Trust			16	2.43	4.95	146347700	1.9	6.51	7.53	1.87
LPX	Louisiana-Pacific Corp	Basic Industries	Forest Products	33.77	0.69	0	142062500	0	2.97	1.52	2.86
LQ	La Quinta Holdings Inc	Consumer Services	Business Services	262.55	0.05	0	117036000	0	6.61	1.69	2.58
LRN	K12 Inc	Consumer Services	Other Consumer Services	68.26	0.28	0	37926220	0	3.32	0.8	1.28
LSI	Life Storage	Technology	Semiconductors	35.5	2.38	4.55	46139250	3.8	5.02	9.67	1.84
LTC	Ltc Properties	Consumer Services	Real Estate Investment Trusts	21.47	2.15	4.89	39126680	2.28	5.21	11.48	2.44
LUB	Luby's Inc	Consumer Services	Restaurants	0	-0.48	0	29044320	0	0	0.26	0.64
LUK	Leucadia National Corp	Basic Industries	Forest Products	205.21	0.12	1.07	359850000	0.25	6.64	0.81	0.85
LUV	Southwest Airlines Company	Transportation	Air Freight/Delivery Services	15.41	3.55	0.76	617071800	0.4	1.34	1.65	3.99
LUX	Luxottica Group S.P.A	Health Care	Ophthalmic Goods	30.7	1.73	1.86	479570700	0.99	7.71	2.68	4.51
LVLT	Level 3 Communications			30.88	10.34	0	359889200	0	-0.95	2.54	1.9
LVS	Las Vegas Sands	Consumer Services	Hotels/Resorts	25.11	2.1	5.52	794842600	2.88	3.88	3.69	6.63
LW	Lamb Weston Holdings Inc			18.13	2.17	1.92	146167600	0.75	4.94	1.86	0
LXFR	Luxfer Holdings Plc			11.57	0.97	4.42	26399110	0.5	-4.42	0.7	2.31
LXFT	Luxoft Holding Inc			32.96	1.85	0	33114750	0	1.37	2.84	5.95
LXP	Lexington Realty Trust	Consumer Services	Real Estate Investment Trusts	26.45	0.42	6.42	236818600	0.7	6.12	6.01	2
LXP-C	Lexington Realty Tru			0	0	0	0	0	0	0	0
LXU	Lsb Industries Inc	Basic Industries	Major Chemicals	2.59	3.35	0	27911290	0	-0.16	0.37	0.46
LYB	Lyondellbasell Industries Nv	Basic Industries	Major Chemicals	10.07	9.13	3.71	404093200	3.4	8.24	1.28	6.16
LYG	Lloyds Banking Group Plc	Finance	Commercial Banks	46.39	0.07	2.64	15203590000	0.09	-0.84	2.5	0.85
LYV	Live Nation Entertainment	Consumer Services	Services-Misc. Amusement & Recreation	0	-0.12	0	202216100	0	-1.44	0.7	4.56
LZB	La-Z-Boy Inc	Consumer Durables	Home Furnishings	18.89	1.58	1.53	48829430	0.44	1.05	0.95	2.58
M	Macy's Inc	Consumer Services	Department/Specialty Retail Stores	14.56	2.2	4.66	305720500	1.51	0.56	0.38	2.61
MA	Mastercard Inc	Miscellaneous	Business Services	29.07	3.69	0.82	1081011000	0.88	1.69	10.76	20.51
MAA	Mid-America Apartment Communities	Consumer Services	Real Estate Investment Trusts	36.62	2.69	3.56	113491000	3.48	6.63	9.88	1.74
MAA-I	Mid-America Apt Communities Inc.			0	0	0	0	0	0	0	0
MAC	Macerich Company	Consumer Services	Real Estate Investment Trusts	19.42	3.52	4.23	143922800	2.84	-668.82	9.08	2.4
MAIN	Main Street Capital Corp			19.2	1.92	6.05	53102140	2.22	2.34	11.12	1.7
MAN	Manpower Inc	Technology	Professional Services	15.39	6.27	1.78	67482120	1.72	1.8	0.33	2.77
MANU	Manchester United Ltd			63.81	0.25	1.19	163934400	0.18	929.3	3.72	4.26
MAS	Masco Corp	Basic Industries	Forest Products	22.96	1.39	1.21	322962900	0.4	0.81	1.45	0
MATX	Matson Inc			18.24	2	2.14	42739730	0.76	3.9	0.79	3.31
MAV	Pioneer Muni High Income Advantage Trust	Finance	Closed-End Fund - Debt	0	1.283	0	0	0	0	0	0
MBI	MBIA Inc	Finance	Property-Casualty Insurers	238.64	0.04	0	136190500	0	2.75	1.83	0.39
MBLY	Mobileye N.V.			108.3	0.4	0	219990800	0	1.24	28.98	14.57
MBT	Mobile Telesystems	Public Utilities	Telecommunications Equipment	7.45	1.4	7.76	995215300	0.8	-23326.3	0.73	2.45
MC	Moelis	Consumer Services	Electronic Equipment	22.79	1.65	3.94	20605050	1.48	2.82	1.33	3.7
MCA	Blackrock Muniyield California Insured Fund	Closed-End Investment Bond Funds		0	1.51	0	0	0	0	0	0
MCC	Medley Capital Corp	Industrial Goods	General Building Materials	0	-0.5	11.58	0	0.88	1.91	0	0
MCD	McDonald's Corp	Consumer Services	Restaurants	23.13	5.44	3.02	830472100	3.76	2.33	4.2	0
MCI	Massmutual Corporate Investors	Finance	Closed-End Fund - Debt	0	1.24	0	0	0	0	0	0
MCK	Mckesson Corp	Health Care	Other Pharmaceuticals	16.56	8.43	0.79	212080000	1.12	1.41	0.15	3.85
MCN	Madison/Claymore Covered Call & Equity Strategy	Finance	Closed-End Fund - Debt	0	-0.02	0	0	0	0	0	0
MCO	Moody's Corp	Finance	Finance: Consumer Services	23.29	4.64	1.42	191203700	1.52	2.71	5.83	0
MCQ	Medley Capital Corporation 7.12			135.5925	0.186	0	1599908000	0	0	267.4083	2.1872
MCR	MFS Charter Income Trust	Finance	Closed-End Fund - Debt	0	-0.08	0	0	0	0	0	0
MCRN	Milacron Holdings Corp			27.6	0.64	0	68169020	0	3.5	1.01	2.52
MCS	Marcus Corp	Consumer Services	Hotels/Resorts	18.29	1.66	1.49	27630920	0.45	1.55	1.46	2.17
MCV	Medley Capital Corp			0	0	0	2400158000	0	0	0	0
MCX	Medley Capital Corporation			0	0	0	0	0	0	0	0
MCY	Mercury General Corp	Finance	Property-Casualty Insurers	42.89	1.32	4.4	55290580	2.49	2.26	0.98	1.8
MD	Mednax Inc	Health Care	Hospital/Nursing Management	19.48	3.49	0	93382350	0	1.09	1.98	2.29
MDC	M.D.C. Holdings	Capital Goods	Homebuilding	14.05	2	3.71	51619790	1	1	0.6	1.05
MDLQ	Medley Llc 7.25% Notes Due 2024			0	0	0	0	0	0	0	0
MDLX	Medley Llc			0	0	0	0	0	0	0	0
MDLY	Medley Management Inc			0	-0.02	8.42	5809424	0.8	18.84	0.75	0
MDP	Meredith Corp	Consumer Services	Newspapers/Magazines	29.28	2.12	3.34	44444440	2.08	3.3	1.63	2.9
MDR	McDermott International	Capital Goods	Metal Fabrications	134.41	0.06	0	240857500	0	9.58	0.71	1.22
MDT	Medtronic Inc	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	25.36	3	2.27	1373079000	1.72	2.2	3.58	2.07
MDU	Mdu Res Group Inc	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	80.89	0.33	2.93	195297700	0.77	3.37	1.24	2.26
