Symbol	Name	Sector	Industry	PE	EPS	DivYield	Shares	DPS	PEG	PtS	PtB
LMRK	Landmark Cmn Units			139.73	0.11	8.92	22522680	1.4	0	10.63	1.14
LMRKO	Landmark Infrastructure Partners LP			0	0	0	1599921000	0	0	0	0
LMRKP	Landmark Inf Prf			0	0	0	0	0	0	0	0
LNCE	Snyders-Lance Inc	Consumer Non-Durables	Specialty Foods	109.78	0.36	1.62	96198010	0.64	3.79	1.84	2.03
LNDC	Landec Cp	Basic Industries	Major Chemicals	0	-0.44	0	27270000	0	2.36	0.66	1.61
LNGR	Glbl X Lngvty Th Ett			0	0	0	0	0	0	0	0
LNTH	Lantheus Holdings Cmn			11.14	0.84	0	35724060	0	0.99	1.12	0
LOAN	Manhattan Bridge	Finance	Finance Companies	18.65	0.37	5.8	8134783	0.4	0	14.9	2.44
LOB	Live Oak Bancsh Cmn			59.23	0.39	0.35	34252810	0.08	0	6.38	3.57
LOCO	El Pollo Loco Cmn			21.25	0.6	0	38472940	0	1.27	1.26	1.79
LOGI	Logitech Int Sa	Technology	Computer peripheral equipment	24.89	1.18	2.34	161729700	0.57	1.24	2.2	5.89
LOGM	Logmein Inc	Technology	Computer Software: Prepackaged Software	378.25	0.27	0	25454550	0	1.62	8.16	13.46
LONE	Lonestar Resources US Inc			0	-11.85	0	8023495	0	0	0.9	0.35
LOPE	Grand Canyon Educati	Consumer Services	Other Consumer Services	19.55	2.95	0	46297900	0	1.38	3.18	3.75
LORL	Loral Space Comm	Technology	Radio And Television Broadcasting And Communications Equipment	21.87	1.77	0	30927840	0	0	0	6.71
LOXO	Loxo Oncology CS			0	-2.9	0	21678080	0	0	0	6.11
LPCN	Lipocine Inc Cmn			0	-1.13	0	18258860	0	0	0	2.37
LPLA	Lpl Financial Hld Cmn	Finance	Investment Bankers/Brokers/Service	19.13	1.93	2.56	89325150	1	1.46	0.89	4.37
LPNT	Lifepoint Health Cmn	Health Care	Hospital/Nursing Management	20.71	2.96	0	40163260	0	2.43	0.4	1.14
LPSN	Liveperson Inc	Technology	Computer Software: Prepackaged Software	0	-0.66	0	57970210	0	3.16	1.78	2.66
LPTH	Lightpath Tech Inc	Technology	Semiconductors	42.44	0.04	0	15655170	0	0	1.48	2.35
LPTX	Leap Therapeutics Inc.			0	0	0	0	0	0	0	0
LQDT	Liquidity Services	Miscellaneous	Business Services	0	-1.96	0	31290500	0	1.19	0.87	1.8
LRAD	Lrad Corporation	Consumer Non-Durables	Consumer Electronics/Appliances	0	-0.04	2.29	31801200	0.04	0	3.38	1.63
LRCX	Lam Research Corp	Technology	Industrial Machinery/Components	20.79	5.58	1.55	162858900	1.8	0.81	2.96	2.94
LSBK	Lake Shore Bancorp	Finance	Savings Institutions	27.07	0.58	2.01	6238854	0.32	0	5.46	1.3
LSCC	Lattice Semicond	Technology	Semiconductors	0	-0.77	0	121153300	0	1.91	2.03	3.03
LSTR	Landstar System	Transportation	Trucking Freight/Courier Services	26.75	3.25	0.42	41863140	0.36	1.95	1.13	6.63
LSXMA	Liberty Srs XM CS A			0	0.19	0	334896500	0	1.05	0	1.22
LSXMB	Liberty Srs XM CS B			0	0.19	0	335055700	0	0	0	1.23
LSXMK	Liberty Srs XM CS C			0	0.19	0	334916200	0	0	0	1.19
LTBR	Lightbridge Corp	Consumer Services	Professional Services	0	-1.74	0	5542056	0	0	8.94	1.03
LTEA	Long Island Iced Tea Corp			0	-1.83	0	7306955	0	0	7.84	7
LTRPA	Liberty Tripadv A Cmn			0	-0.49	0	74787540	0	0	0.87	1.7
LTRPB	Liberty Tripadv B Cmn			0	-0.49	0	74857140	0	0	0.85	1.66
LTRX	Lantronix Inc	Technology	Computer Communications Equipment	0	-0.05	0	17469030	0	-2.78	0.91	1.93
LTXB	Legacytexas Fnl Cmn			19.89	2.09	1.47	46416550	0.6	1.43	6.15	2.14
LULU	Lululemon Athletica	Consumer Non-Durables	Apparel	32.65	2.07	0	137089600	0	1.93	4.07	7.62
LUNA	Luna Innovations Inc	Health Care	Biotechnology: Commercial Physical & Biological Resarch	10.64	0.19	0	27542710	0	0	0.91	1.54
LVHD	Legg Mason Lv HD ETF			0	0	0	0	0	0	0	0
LVNTA	Liberty Vntrs Srs A			9.11	4.89	0	142439900	0	0	11.73	2.81
LVNTB	Liberty Vntrs Srs B			9.18	4.89	0	142443200	0	0	11.94	2.86
LWAY	Lifeway Foods Inc	Consumer Non-Durables	Packaged Foods	54.34	0.2	0	16140040	0	4.55	1.43	3.7
LXRX	Lexicon Pharmaceutcl	Consumer Durables	Major Pharmaceuticals	0	-0.22	0	104194000	0	-0.18	8.31	8.42
LYTS	L S I Industries I	Consumer Durables	Building Products	54.4	0.18	2.01	25055560	0.2	1.52	0.78	1.58
MACK	Merrimack Pharmaceut			0	-1.37	0	129614200	0	-0.5	4.01	0
MACQ	M I Acquisitions Inc			0	-0.05	0	2385930	0	0	0	4.75
MACQU	M I Acquisitions Inc. Un			0	0	0	5402750000	0	0	0	0
MACQW	M I Acquisitions Inc. Warrant			0	0	0	0	0	0	0	0
MAGS	Magal Security Syst	Consumer Durables	Telecommunications Equipment	185.25	0.04	0	16453440	0	0	1.59	1.9
MAMS	Mam Software Gp Cmn			21.7754	0.321	0	12220490	0	0	2.4468	13.8396
MANH	Manhattan Assoc	Technology	Computer Software: Prepackaged Software	28.49	1.72	0	70408160	0	1.72	5.74	20.44
MANT	Mantech Intl Cp A	Consumer Services	Other Consumer Services	26.16	1.49	2.19	38590170	0.84	3.22	0.92	1.2
MAR	Marriot Int Class A			30.78	2.81	1.39	390514800	1.2	1.62	11.34	5.8
MARA	Marathon Patent Grou			0	-0.41	0	15069620	0	-0.07	0.55	1.94
MARK	Remark Media Cmn			0	-1.86	0	21751530	0	0	1.26	0
MARPS	Marine Petroleum U	Energy	Oil & Gas Production	18.085	0.306	5.32	2000361	0.3	0	13.785	12.232
MASI	Masimo Corporation	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	37.01	2.07	0	49712940	0	2.4	5.69	11.46
MAT	Mattel Inc	Consumer Non-Durables	Recreational Products/Toys	27.97	0.92	5.86	342790500	1.52	1.11	1.62	3.68
MATR	Mattersight Corp	Consumer Durables	Home Health Care	0	-0.91	0	26525000	0	-0.29	2.63	0
MATW	Matthews Intl Corp	Capital Goods	Metal Fabrications	30.89	2.18	1.03	32267660	0.68	1.46	1.46	3.13
MAUI	Advisrshs Mkt Adptve			0	0	0	0	0	0	0	0
MAYS	J W Mays Inc	Consumer Services	Building operators	54.92	0.78	0	2015116	0	0	4.5	1.75
MB	Mindbody Cls A Cmn			0	-0.73	0	40597950	0	-14.76	7.13	9.74
MBCN	Middlefield Banc Cmn			12.94	3.03	2.67	2254082	1.08	0	3.13	1.19
MBFI	MB Financial Inc	Finance	Savings Institutions	20.76	2.13	1.75	83446400	0.76	2.13	4.21	1.49
MBFIP	MB Financial Pd Sr A			12.42	2.13	7.56	83553870	2	0	2.53	0.9
MBII	Marrone Bio Innov			0	-1.4	0	24656720	0	0	3.92	0
MBOT	Microbot Medical Inc.			0	-0.31	0	4541109	0	0	0	0
MBRG	Middleburg Finl Corp	Finance	Major Banks	30.66	1.13	1.52	7204906	0.52	2.38	5.16	1.95
MBRX	Moleculin Biotech CS	Consumer Durables	Biotechnology	0	-0.32	0	12050850	0	0	0	0.87
MBSD	Flexshares Dspln MBS			0	0	0	0	0	0	0	0
MBTF	Mbt Financial Corp	Finance	Major Banks	17.94	0.63	1.74	22776990	0.2	0	4.47	1.82
MBUU	Malibu Boats Cmn A			19.12	1.12	0	17830920	0	1	1.51	15.56
MBVT	Merchants Bancshares	Finance	Major Banks	23.77	2.16	2.21	6887050	1.12	4.06	5.27	2.25
MBVX	Mabvax Therapeutics Holdings Inc			0	-3.9	0	6294326	0	-0.01	19.4	2.34
MBWM	Mercantile Bank Corp	Finance	Major Banks	16.08	1.96	2.29	16416060	0.72	2.08	4.27	1.52
MCBC	Macatawa Bank Corp	Finance	Major Banks	21.09	0.47	1.65	33940460	0.16	4.57	4.83	2.03
MCEF	First Trust Municipal CEF Income Opportunity ETF			0	0	0	0	0	0	0	0
MCEP	Mid-Con Energy Partn			0	-2.65	0	29910960	0	-2.66	2.55	0.73
MCFT	Mcbc Holdings Cmn			13.09	0.99	0	18635860	0	0.74	1.24	97.55
MCHI	Ishares MSCI China ETF			0	1.46	0	0	0	0	0	0
MCHP	Microchip Technology	Technology	Semiconductors	172.51	0.41	2.04	216502100	1.44	0.77	5.01	5.98
MCHX	Marchex Inc	Miscellaneous	Business Services	0	-1.86	0	41871080	0	-1.13	0.91	1.06
MCRB	Seres Theraptc Cmn			0	-2.17	0	40355480	0	-0.08	20.51	2.49
MCRI	Monarch Casino	Consumer Services	Hotels/Resorts	18.01	1.32	0	17368110	0	1.23	1.92	1.82
MCUR	Macrocure Ltd. Or Sh			0	-0.54	0	0	0	0	0	0
MDCA	Mdc Partners Cl A	Technology	Advertising	0	-1.62	0	54066190	0	-0.78	0.27	0
MDCO	Medicines Co	Consumer Durables	Major Pharmaceuticals	0	-2.91	0	70230820	0	-0.5	16.31	4.49
MDGL	Madrigal Pharmaceuticals Inc			0	-1.77	0	11570170	0	0	0	4.88
MDGS	Medigus Ltd Ads			0	-1.58	0	7592593	0	0	5.85	1.07
MDIV	First Trust Vi Mlti			0	0	0	0	0	0	0	0
MDLZ	Mondelez Intl Cmn A			42.85	1.05	1.71	1539898000	0.76	1.94	2.66	2.74
MDRX	Allscripts Hlthcare	Technology	EDP Services	0	-0.01	0	185029400	0	1.47	1.51	1.66
MDSO	Medidata Solutions	Technology	Computer Software: Prepackaged Software	133.4	0.44	0	55793260	0	2.16	7.1	8.2
MDSY	Modsys Int'l Ltd			0	-0.22	0	18700000	0	0	1.75	0.71
MDVX	Medovex Corp. Cmn			0	-1.16	0	15035710	0	0	500.61	11.46
MDVXW	Medovex Cp Cl A Wt			0	0	0	0	0	0	0	0
MDWD	Mediwound Ltd Ord Sh			0	-1.14	0	21871070	0	-0.06	93.28	14.66
MDXG	Mimedx Group Inc			45.3	0.18	0	105619500	0	2.46	3.78	6.97
MEDP	Medpace Holdings Inc. Common			236.76	0.14	0	40780660	0	1.63	3.81	2.25
MEET	Meetme Inc			6.47	0.74	0	58863450	0	0.55	4.13	1.64
MEIP	Mei Pharma Inc Cmn			0	-0.59	0	37174160	0	61.4	3.47	1.16
MELI	Mercadolibre Inc	Miscellaneous	Business Services	69.54	2.81	0.31	44141750	0.6	2.73	11.01	21.43
MELR	Melrose Bancorp Cmn			44.69	0.41	0	2560774	0	0	7.46	1.02
MEMP	Memorial Production			0	-1.75	76.87	83851750	0.12	0	0.0464	0.0311
MENT	Mentor Graphics	Technology	EDP Services	44.48	0.83	0.6	109574200	0.22	2.18	3.54	3.27
MEOH	Methanex Cp	Basic Industries	Major Chemicals	0	-0.14	2.43	89746180	1.1	1.1	2.19	2.74
MERC	Mercer Intl Inc	Basic Industries	Paper	21.31	0.59	3.71	64654980	0.46	-0.74	0.85	1.91
MESO	Mesoblast Ltd Ads			0	-0.14	0	75564410	0	0	12.39	0.86
METC	Ramaco Resources Inc.			0	0	0	0	0	0	0	0
MFIN	Medallion Fin Cp			2.04	0.96	11.3	24051020	0.2	-3.93	1.44	0.15
MFINL	Medallion Fin Notes			0	0	0	1199854000	0	0	0	0
MFNC	Mackinac Financial	Finance	Major Banks	19.3	0.71	2.93	6262774	0.4	0	2.33	1.09
MFRI	M F R I Inc	Capital Goods	Pollution Control Equipment	0	-1.77	0	7567442	0	0	0.65	1.08
MFSF	Mutualfirst Finl Inc	Finance	Major Banks	18.21	1.76	2.12	7323869	0.64	3.48	3.51	1.58
MGCD	Mgc Diagnostics Corp			0	-0.88	0	4336920	0	0	1.0214	2.4167
MGEE	Mge Energy Inc	Energy	Electric Utilities: Central	30.46	2.09	1.97	34645670	1.23	6.8	4.04	3.01
MGEN	Miragen Therapeutics Inc.			0	0	0	0	0	0	0	0
MGI	Moneygram Intl Cmn			70.78	0.18	0	53137360	0	1.04	0.45	0
MGIC	Magic Software Entpr	Technology	Computer Software: Prepackaged Software	20.49	0.35	2.31	44131470	0.17	1.55	1.63	1.62
MGLN	Magellan Health Cmn	Health Care	Hospital/Nursing Management	26.79	2.86	0	23222440	0	-18.96	0.37	1.7
MGNX	Macrogenics Cmn			0	-1.51	0	34834800	0	0.04	6.96	2.2
MGPI	MGP Ingredients Inc	Consumer Non-Durables	Packaged Foods	25.82	1.71	0.18	16657910	0.08	1.77	2.32	5.37
MGRC	Mcgrath Rentcorp	Technology	Diversified Commercial Services	22.77	1.67	2.72	23913020	1.02	2.27	2.11	2.29
MGYR	Magyar Bancorp Inc	Finance	Savings Institutions	65.9944	0.197	0	5782677	0	0	4.2319	1.5694
MHLD	Maiden Holdings Ltd	Finance	Property-Casualty Insurers	12.64	1.47	3.29	86021500	0.6	1	0.58	1.27
MICT	Micronet Enertec Tec			0	-0.47	0	6169231	0	0	0.33	0.86
MICTW	Micronet Enertec Wrt			0	0	0	0	0	0	0	0
MIDD	Middleby Corp	Technology	Industrial Machinery/Components	30.89	4.44	0	57536640	0	1.46	3.6	5.89
MIII	M III Acquisition Corp			0	0	0	5211717	0	0	0	10.15
MIIIU	M III Acquisition			0	0	0	0	0	0	0	0
MIIIW	M III Acquisition Corp. Wt			0	0	0	0	0	0	0	0
MIK	The Michaels Comp Cmn			11.79	1.75	0	204842600	0	0.79	0.82	0
MILN	Glbl X Mlnls Thm ETF			0	0	0	0	0	0	0	0
MIME	Mimecast Limited Ord			0	-0.05	0	54966250	0	9.22	7.43	15.93
MIND	Mitcham Inds Inc	Technology	Diversified Commercial Services	0	-4.19	0	12073070	0	-0.13	1.44	0.69
MINDP	Mitcham Industries Inc			0	-4.19	9.67	12074110	2.25	0	7.11	3.39
MINI	Mobile Mini Inc	Capital Goods	Metal Fabrications	31.7	1.06	2.83	44047620	0.91	1.82	2.89	2
MIRN	Mirna Therap Cmn Stk			0	-1.29	0	20835560	0	0	0	0.67
MITK	Mitek Systems Inc			112	0.05	0	33273210	0	1.03	5.23	4.79
MITL	Mitel Networks Corp	Technology	Radio And Television Broadcasting And Communications Equipment	0	-0.12	0	121901700	0	2.68	0.72	1.55
MKSI	Mks Instruments Inc	Capital Goods	Industrial Machinery/Components	34.51	1.94	1.02	53622110	0.68	1.33	2.75	2.87
MKTX	Marketaxess Holdings	Finance	Investment Bankers/Brokers/Service	55.93	3.34	0.59	36826890	1.11	2.83	18.75	14.82
MLAB	Mesa Labs Inc	Capital Goods	Industrial Machinery/Components	40.81	3.02	0.52	3700000	0.64	0	4.85	4.87
MLHR	Miller Herman Inc	Consumer Durables	Office Equipment/Supplies/Services	13.87	2.26	2.21	59968100	0.68	0.31	0.8	3.24
MLNK	Moduslink Global Cmn	Miscellaneous	Business Services	0	-1.04	0	54993980	0	0	0.21	1.21
MLNX	Mellanox Technologie	Technology	Semiconductors	125.41	0.37	0	48922420	0	0.93	2.63	2.31
MLVF	Malvern Bncp Cmn Stk	Finance	Banks	11.48	1.83	0	6418095	0	0	6.59	1.39
MMAC	Mma Capital Mngt Cmn			4.34	5.11	0	5960811	0	0	4.5	1.02
MMLP	Martin Midstrm LP	Energy	Oil Refining/Marketing	79.79	0.24	10.5	35453790	2	21.17	0.8	2.23
MMSI	Merit Medical Sys	Health Care	Medical/Dental Instruments	65.95	0.42	0	44765340	0	1.85	2.11	2.52
MMYT	Makemytrip Limited	Consumer Services	Transportation Services	0	-2	0	49776450	0	52.36	4.12	8.39
MNDO	Mind C.T.I. Ltd	Technology	EDP Services	11.7908	0.229	10	19232620	0.27	0	2.8545	2.5617
MNGA	Magnegas Corporation			0	-0.293	0	52145750	0	0	7.931	3.446
MNKD	Mannkind Corporation	Consumer Durables	Major Pharmaceuticals	0	-0.461	0	478371100	0	0.16	1.5322	0
MNOV	Medicinova Inc	Consumer Durables	Major Pharmaceuticals	0	-0.38	0	34487720	0	-0.8	0	5.88
MNRO	Monro Muffler Brak	Consumer Services	Automotive Aftermarket	29.65	1.97	1.15	32649570	0.68	1.66	1.92	3.35
MNST	Monster Beverage Cp	Consumer Services	Beverages - Soft Drinks	39.51	1.11	0	571006600	0	1.69	8.5	7.36
MNTA	Momenta Pharma	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	0	-1.34	0	68783070	0	0	13.39	4.02
MNTX	Manitex Intl Inc	Technology	Industrial Machinery/Components	0	-1.64	0	16179950	0	6.68	0.35	1.44
MOBL	Mobileiron Inc Cmn			0	-0.78	0	74648980	0	0	2.23	10.61
MOCO	Mocon Inc	Capital Goods	Industrial Machinery/Components	32.89	0.61	2.2	5810000	0.44	0	1.87	3.23
MOFG	Midwestone Fnl Gp	Finance	Major Banks	20.53	1.78	1.83	11436120	0.66	2.28	3.58	1.35
MOGLC	Gabelli Media Mogul Nextshares			0	0	0	0	0	0	0	0
MOMO	Momo Inc Ads			76.67	0.32	0	193011000	0	0.26	13.87	8.72
MORN	Morningstar Inc	Finance	Investment Managers	26.39	2.94	1.19	43002450	0.92	1.68	4.21	5.01
MOSY	Mosys Inc	Technology	Semiconductors	0	-0.366	0	66298930	0	-0.03	2.968	0.631
MOXC	Moxian Inc.			0	-0.127	0	0	0	0	0	0
MPAA	Motorcar Parts Amer	Energy	Industrial Machinery/Components	17.67	1.38	0	18693100	0	0.51	1.2	2.02
MPB	Mid Penn Bancorp Inc	Finance	Major Banks	13.76	1.85	2	4233006	0.52	0	2.82	1.56
MPCT	Ishrs Su MSCI Glb Im			0	0	0	0	0	0	0	0
MPEL	Melco Crown Entm Ads	Consumer Services	Hotels/Resorts	73.39	0.23	0.58	487559300	0.1	5.68	1.87	2.47
MPET	Magellan Petroleum	Energy	Oil & Gas Production	0	-2.27	0	5878959	0	0	0	31.19
MPVD	Mountain Prv Dmds			342.86	0.01	0	159808300	0	0	0	3.08
MPWR	Monolithic Power Sys	Technology	Semiconductors	79.64	1.11	0.89	40723980	0.8	1.32	9.73	8.69
MRAM	Everspin Technologies Inc			0	-6.84	0	12498120	0	0	3.66	0
MRCC	Monroe Capital Corpo			0	1.55	9.1	0	1.4	1.93	0	0
MRCY	Mercury Sys Inc	Capital Goods	Electrical Products	64.18	0.55	0	39232290	0	5.68	4.09	2.84
MRDN	Meridian Waste Solutions Inc			0	-18.85	0	1181482	0	0	0.12	0
MRDNW	Meridian Waste Solutions Inc Warrants			0	0	0	0	0	0	0	0
MRLN	Marlin Business Serv	Finance	Major Banks	17.36	1.38	2.35	12161170	0.56	1.2	3.63	1.78
MRNS	Marinus Pharma CS			0	-1.6	0	19702480	0	0	0	0.88
MRTN	Marten Transport L	Transportation	Trucking Freight/Courier Services	22.75	1.02	0.45	32634050	0.1	2.19	1.08	1.66
MRTX	Mirati Therapeutics			0	-4.17	0	19923330	0	0	0	1.76
MRUS	Merus N.V. CS			0	-2.066	0	16078920	0	0	102.889	5.651
MRVC	Mrv Communictns Cmn	Technology	Semiconductor - Integrated Circuits	0	-2.27	0	6807408	0	0	0.71	1.77
MRVL	Marvell Tech Group	Technology	Semiconductors	75.15	0.21	1.53	507751900	0.24	1.22	3.26	1.9
MSBF	MSB Financial Cmn	Finance	Savings Institutions	75.75	0.2	0	5510231	0	0	6.86	1.14
MSBI	Midland Sts BNC Cmn			16.2	2.04	2.4	15414980	0.8	2.08	3.19	1.59
MSCC	Microsemi Corp	Technology	Semiconductors	0	-0.34	0	115247900	0	0.94	3.51	3.49
MSDI	Monster Digital Inc			0	-1.78	0	7337143	0	0	2.98	4.33
MSDIW	Monster Digital [Warrants]			0	0	0	0	0	0	0	0
MSEX	Middlesex Water Co	Public Utilities	Water Supply	24.75	1.47	2.39	16289020	0.84	0	4.36	2.64
MSFG	Mainsource Finl Grp	Finance	Major Banks	20.2	1.64	2.03	24065050	0.64	1.93	4.57	1.67
MSFT	Microsoft Corp	Technology	Computer Software: Prepackaged Software	30.12	2.12	2.44	7727500000	1.56	2.32	5.78	7.2
MSLI	Merus Labs Intl Inc			0	-0.069	0	116998700	0	0	1.318	0.607
MSON	Misonix Inc	Capital Goods	Medical Specialities	27.06	0.4	0	7788940	0	0	3.65	3.52
MSTR	Microstrategy Cl A	Technology	Computer Software: Prepackaged Software	24	7.89	0	11460260	0	2.5	4.24	3.93
MTBC	Medical Transc Bl Cmn			0	-0.63	0	10049380	0	0	0.36	0.68
MTBCP	Mtbc 11% Sr A Prf ST			0	-0.63	10.89	294071	2.75	0	0.35	22.93
MTCH	Match Group Inc CS			27.36	0.64	0	255853800	0	1.24	3.75	9.22
MTEX	Mannatech Inc	Consumer Durables	Specialty Chemicals	26.042	0.739	2.66	2685893	0.5	0	0.276	1.202
MTFB	Motif Bio Plc			0	-4.6	0	5430535	0	0	0	2.35
MTFBW	Motif Bio Plc Warrants To Purchase Adrs			0	0	0	0	0	0	0	0
MTGE	American Cap Mtg Inv			18.94	1.66	10	45798140	1.6	5.64	5.75	0.83
MTGEP	Amrcn Cap Mt Sr A PS			29.85	1.66	8.03	45723300	2.03	0	9.09	1.32
MTLS	Materialise Nv Ads			0	-0.04	0	47325130	0	-1.58	3.59	5.11
MTP	Midatech Pharma Ads			0	-1.08	0	16771150	0	0	8.6742	1.0337
MTRX	Matrix Service Co	Basic Industries	Engineering & Construction	17.11	1.05	0	26533150	0	1.49	0.37	1.51
MTSC	M T S Systems Cp	Capital Goods	Industrial Machinery/Components	26.71	2.06	2.1	16674000	1.2	2.11	1.66	2.36
MTSI	Macom Technology S	Technology	Computer Peripherals	153.8	0.3	0	63285650	0	0.86	4.96	5.28
MTSL	M E R Tlmgt Sol	Public Utilities	Telecommunications Equipment	0	-0.556	0	8694707	0	0	0.5486	1.245
MU	Micron Technology	Technology	Semiconductors	0	-0.3	0	1102703000	0	9.9	2.07	2.07
MVIS	Microvision	Capital Goods	Industrial Machinery/Components	0	-0.31	0	53946110	0	-0.34	6.73	0
MXIM	Maxim Integrated	Technology	Semiconductors	26.11	1.73	2.92	282671400	1.32	1.68	5.68	5.92
MXPT	Maxpoint Intrctv Cmn			0	-3.8	0	6631217	0	-0.09	0.2047	0.8506
MXWL	Maxwell Technologies	Energy	Industrial Machinery/Components	0	-0.43	0	31989840	0	-0.26	1.09	1.39
MYGN	Myriad Genetics Inc	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances	18.07	0.88	0	68167610	0	-5.17	1.46	1.5
MYL	Mylan Nv Ord Shs	Consumer Durables	Major Pharmaceuticals	78.78	0.5	0	534978400	0	0.94	2.04	1.78
MYOK	Myokardia Inc Cm ST			0	-1.49	0	31427760	0	0	26.89	4.78
MYOS	Myos Rens Tech Cmn			0	-1.12	0	5085715	0	0	62.09	3.91
MYRG	Myr Group Inc	Public Utilities	Water Supply	36.88	1.06	0	16064030	0	4.83	0.58	2.49
MYSZ	My Size Inc Cmn			0	-0.31	0	18132470	0	0	0	67.54
MZOR	Mazor Robotics Ads			0	-0.79	0	23079000	0	-1.11	16.22	7.44
NAII	Natural Alternativ	Consumer Durables	Specialty Chemicals	7.08	1.63	0	6557576	0	0	0.61	1.38
NAKD	Naked Brand Group CS			0	-3.44	0	6070423	0	0	9.92	41.3
NAME	Rightside Group Cmn			0	-0.84	0	19422520	0	0	0.7	1.14
NANO	Nanometrics Inc	Capital Goods	Industrial Machinery/Components	15.26	1.75	0	24947960	0	2.23	2.96	2.68
NATH	Nathan's Famous In	Consumer Services	Restaurants	37.11	1.72	0	4176056	0	0	2.74	0
NATI	Natl Instruments Cor	Technology	Computer Software: Prepackaged Software	46.71	0.68	2.68	129093200	0.84	1.7	3.33	3.65
NATR	Nature S Sunshine	Consumer Durables	Major Pharmaceuticals	18.46	0.66	3.38	18754100	0.4	0	0.66	1.58
NAUH	National American Un	Consumer Services	Other Consumer Services	0	-0.24	8.11	24223630	0.18	0	0.61	1.51
NAVG	Navigators Grp Inc	Finance	Property-Casualty Insurers	21.4	2.63	0.32	29129660	0.18	2.89	1.41	1.35
NAVI	Navient Cp Cmn	Miscellaneous	Business Services	7.35	2.12	4.19	290757400	0.64	2.96	2.14	1.21
NBEV	New Age Beverages Corp.			0	0	0	0	0	0	0	0
NBIX	Neurocrine Bioscienc	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	0	-1.45	0	86858690	0	0.73	262.7	11.21
NBN	Northeast Bncp	Finance	Major Banks	14.04	0.96	0.3	8831227	0.04	0	2.43	1.04
NBRV	Nabriva Therape Ads			0	-2.26	0	21279710	0	0	40.06	2.93
NBTB	NBT Bancorp Inc	Finance	Major Banks	22.27	1.8	2.34	43662680	0.92	4.24	4.9	1.9
NCBS	Nicolet Bnkshr Cmn			20.43	2.37	0	8552963	0	0	4.44	1.5
NCIT	NCI Inc	Technology	EDP Services	14.76	0.97	0	13534270	0	3.1	0.58	1.65
NCLH	Norwegian Cruise Ord			18.21	2.62	0	227196700	0	1.01	2.28	2.41
NCMI	National Cinemedia	Consumer Services	Advertising	46.02	0.29	6.64	59852630	0.88	4.91	1.8	0
NCOM	National Commerce Cmn			23.35	1.61	0	10934040	0	0	5.18	1.76
NCTY	The9 Limited	Miscellaneous	Business Services	0	-4.168	0	23915910	0	0	3.7866	0
NDAQ	Nasdaq Inc Cmn Stk	Finance	Investment Bankers/Brokers/Service	109.02	0.64	1.85	165830600	1.28	1.65	3.09	2.11
NDLS	Noodles & Co Cla Cmn			0	-1.11	0	27864100	0	-1.39	0.26	1.75
NDRM	Neuroderm Ltd Ord Sh			0	-1.3	0	21719840	0	0	0	6.85
NDSN	Nordson Corporation	Capital Goods	Industrial Machinery/Components	24.62	4.73	0.95	57353820	1.08	1.64	3.64	7.73
NEO	Neogenomics Inc			0	-0.24	0	78512280	0	2.88	3	3.15
NEOG	Neogen Cp	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances	63.71	1.03	0	37945750	0	3.78	7.25	5.69
NEON	Neonode Inc		Business Software & Services	0	-0.17	0	48846150	0	-0.57	8.1	16.6
NEOS	Neos Therapeutics Cmn			0	-4.62	0	16059460	0	-0.01	11.2	5.16
NEOT	Neothetics Cmn			0	-1.49	0	13827590	0	-0.06	0	1.82
NEPT	Neptune Tech	Consumer Durables	Major Pharmaceuticals	13.51	0.08	0	77942300	0	0	2.36	1.65
NERV	Minerva Neuroscie Cmn			0	-1.04	0	34807000	0	0	0	3.06
NETE	Net Element Inc			0	-1.367	0	15294840	0	0	0.235	1.935
NEWS	Newstar Financial	Finance	Finance: Consumer Services	19.49	0.47	0	44206970	0	1.12	5.03	0.63
NEWT	Newtek Bus Svcs Cmn	Miscellaneous	Business Services	5.95	2.66	10.18	14604930	1.6	3.35	7.64	1.12
NEWTL	Newtek Business 7%Nt			9.62	2.66	0	14605090	0	0	12.19	1.79
NEWTZ	Newtek 7.5% NTS 2022			10.14	2.66	0	14605050	0	0	12.91	1.89
NFBK	Northfield Bncrp Del	Finance	Savings Institutions	31.3	0.57	1.81	44646860	0.32	1.84	7.01	1.27
NFEC	NF Energy Saving Cor	Capital Goods	Metal Fabrications	0	-0.29	0	6654546	0	0	1.39	0.26
NFLX	Netflix Inc	Consumer Services	Consumer Electronics/Video Chains	336.79	0.43	0	430396400	0	1.61	7.03	23.13
NGHC	National General Hld			20.54	1.21	0.65	106323000	0.16	1.12	0.79	1.76
NGHCN	National General Holdings Corp.			21.13	1.21	7.32	106457900	1.88	0	0.82	1.82
NGHCO	National Gnl Hld Ds			21.0821	1.209	7.33	106323300	1.88	0	0.8172	1.8173
NGHCP	National Gen Srs A			21.1915	1.209	7.3	106555300	1.88	0	0.8212	1.8263
NGHCZ	National Gen Sub NTS			21.51	1.21	0	106497500	0	0	0.83	1.85
NH	Nanthealth Inc Cmn			0	-1.21	0	121239500	0	0	9.78	2.1
